word,frequency_classification,definition,word_types,word_endings,sentences
méregpohár,1,"(ritka, választékos) Mérgezett italt tartalmazó pohár.",fn,,"A gonosz asszony férje elé rakta a méregpoharat., Kiüríti a méregpoharat : a) megissza a mérget b) vállalja a büntetést, a halált."
méregzsák,1,(bizalmas) Könnyen méregbe guruló személy.,fn,,Micsoda méregzsák ez a gyerek!
mereng,3,"(választékos) Álmodozva elmerül gondolataiban, illetve így gondolkodik valamin.",ige,~eni,Állandóan a múlton mereng.
merénylet,5,"Támadás, gyilkosság vagy gyilkossági kísérlet, különösen politikus ellen.",fn,"~ek,~et,~e","Merényletet kíséreltek meg az uralkodó ellen.,Gyilkos merényletet követtek el a miniszterelnök ellen.,(választékos) Felháborító tett, magatartás.,Ez merénylet a jó ízlés ellen."
merénylő,3,Merénylet elkövetője.,fn,"~k,~t,~je",A rendőrség hamarosan elfogta a merénylőt.
merész,5,"Meglepően bátor, vakmerő.",mn,"~ek,~et,~en","Merész vállalkozásba kezdett.,Újszerű, szokatlan.,Merész elgondolásával sokan nem értettek egyet.,Kacér, ingerlő.,Merész pózban fényképezteti magát.,Merészen öltözködik."
mereszt,3,"Szemét mereszti valakire : mereven, merően nézi.",ige,~eni,"Szemét az asszonyra meresztette.,| Nagy szemet vagy szemeket mereszt : csodálkozva, elképedve néz.,(Testrészét) mereven ki- vagy előrenyújtja.,A kutya dühösen mereszti a fogát az előtte álló férfira."
méret,4,"Kiterjedés, térbeli nagyság.",fn,"~ek,~et,~e","A lakás méretei megengedik, hogy ő is odaköltözzön.,Számmal jelölt nagyság.,Mekkora a mérete?,– Harmincnyolcas.,(Csak többes számban:) Valakinek a méretei : mell-, derék- és csípőbősége.,Az újságok is közölték a szépségkirálynő méreteit.,(hivatalos) Nagyság, arány.,Nemzetközi méretekben is jelentős ez a kezdeményezés."
méretez,2,"Valamire méretez valamit : méreteit megtervezi, előre megszabja valamihez.",ige,~ni,A színházat kétezer nézőre méretezték.
merev,5,"Nem hajlékony, rugalmatlan (test, testrész).",mn,"~ek,~et,~en","Merev nyakkal bámult a magasba.,Könnyedség nélküli (testtartás, mozgás).,Merev léptekkel távozott.,Feszes, kimért (viselkedés).,Maga mindenkivel ilyen merev szokott lenni?,Sémákban rögzült, rugalmatlan (gondolkodásmód).,Merev nézetein nem hajlandó változtatni.,Mereven elzárkózik mindenféle újítás elől., (bizalmas, rosszalló) Merev részeg : magatehetetlenül, nagyon.,Éjfél felé már merev részeg volt."
mérföld,4,(régi) Nagyobb távolság mérésére használatos hosszmérték.,fn,"~ek,~et,~je","Tíz mérföldet tett meg gyalogszerrel., Angol mérföld : 1609 m; tengeri mérföld : 1852 m; magyar mérföld : 8354 m."
mérföldkő,2,(régi) Országutakon a mérföldet jelző kő.,fn,,"A baleset a 80-as mérföldkőnél történt.,(választékos) Fontos esemény, sorsforduló.,A penicillin felfedezése mérföldkő volt az orvostudomány történetében."
mérges,4,"Mérget tartalmazó, mérgező hatású.",mn,"~ek,~et,~en","Néhány mérges gombát felszedtek az erdőben.,A mérges gázok ellen gázálarccal védekeznek.,Haragos, dühös.,Az osztályfőnök nagyon mérges volt a sok igazolatlan hiányzás miatt."
mérgez,3,"Mérgez valakit, valamit : folyamatosan mérget juttat bele.",ige,~ni,"Hónapokon keresztül mérgezte férjét.,A kémények füstje mérgezi a környezetet.,Mérgez valakit, valamit : mérgével károsan hat rá.,A cigaretta, az alkohol mérgezi a szervezetet.,Erkölcsileg, hangulatilag rombol valamit.,Magatartása, stílusa mérgezi a légkört."
méricskél,2,(bizalmas) Aprólékosan méreget valamit.,ige,~ni,"Órákig méricskélték a telek határát.,(átvitt) Előbb mindig hosszasan méricskéli, mi jobb neki, s csak azután dönt."
merít,4,(Folyadékból) valamennyit kimer.,ige,~eni,"Merít a levesestálból.,(Folyadékba) belemerít valamit.,Kanalát az aranyló húslevesbe merítette.,(régi, választékos) (Fegyvert) valakibe, valamibe beledöf.,„Hideg vasat merít magába” (Madách I.: Az ember tragédiája).,(Adatot, gondolatot) forrásmunkából átvesz.,Sokat merített az ókori természettudósok műveiből., Erőt merít valamiből : lelki támaszt kap belőle."
mérkőzés,5,Két versenyző vagy két csapat egymás elleni küzdelme.,fn,"~ek,~t,~e","A középiskolák mérkőzése májusban lesz.,Az első még csak selejtező mérkőzés volt.,Bajnoki mérkőzést vívtak a stadionban.,A mérkőzés döntetlen eredménnyel zárult."
mérleg,5,Súlymérő eszköz.,fn,"~ek,~et,~e","A pénztár melletti mérlegen ellenőrizheted, pontosan mért-e az eladó.,(Kifejezésekben:) Érvek és ellenérvek aránya., Mérlegre tesz valamit : latolgatja.,| Valakinek a javára billen a mérleg : inkább az ő érdekei érvényesülhetnek.,Könyvelésben az egyenleget mutató elszámolás.,Elkészíti az év végi mérleget.,(Ka hivatalos) Nyilvántartás.,Ez az épület nem a város, hanem a megye mérlegén van.,(Tulajdonnévként:) Az állatöv egyik csillagképe, amelyben a Hold szeptember és október között tartózkodik, illetve ennek a jele.,A Mérleg jegyében születettek mostanában ünneplik születésnapjukat., (bizalmas) Mérleg vagyok : ebben a jegyben születtem."
mérlegel,4,"(Szállítmányt, rakományt) mér.",ige,~ni,"A rakomány súlyát mérlegelték éppen.,(Sportoló) testsúlyának hivatalos ellenőrzésén részt vesz.,A magyar versenyző 52 kilóval mérlegelt.,(választékos) Latolgat, fontolgat valamit.,Mérlegeli a helyzetet, csak utána dönt."
mérnök,5,Egyetemet végzett műszaki szakember.,fn,"~ök,~öt,~e","Mezőgazdasági mérnöknek tanul., (átvitt) A lélek mérnökei : az írók."
merő,4,"(régi, illetve választékos) Mozdulatlan, merev.",mn,"~n,vagy,~en","Merőn nézett a szomszéd asztalnál ülőkre.,(népi, illetve választékos) (Fokozó, illetve csökkentő értelemben:) A ruhája merő sár.,Udvariassága merő formaság volt.,(népi, illetve választékos, határozószó-szerűen:) Csak, csupán.,Merő hiúságból nem jött el."
merőleges,3,"Valamely egyenessel, illetve síkkal derékszöget alkotó.",mn,"~ek,~t,vagy,~et,~en","A téglalap szomszédos oldalai merőlegesek egymásra.,Kicsit befelé dőlnek a falak, nem állnak merőlegesen a padló síkjához képest.,(Főnévi használatban, matematikában:) Valamivel derékszöget alkotó vonal.,Húzz egy egyenest, majd állíts rá egy merőlegest!"
merre,5,A. Kérdő Milyen irányban?,hsz,,"Merre ment?,Hol?,Merre vagy?,B. Vonatkozó Amerre.,Meneküljön, ki merre lát!"
merről,2,Milyen irányból?,hsz,,Merről érkeztél?
mérsékel,4,"Csökkent, korlátoz valamit.",ige,~ni,"Mérsékelték a kiadásokat., Mérsékeli magát : türtőzteti, csillapítja magát.,Mérsékeld magad, ne ordibálj!"
mérséklet,3,"(választékos) Fegyelem, mértéktartás.",fn,"~et,~e","Nagy mérsékletet tanúsított, amikor a felháborító eset a tudomására jutott."
mersz,3,"(bizalmas) Merészség, bátorság.",fn,"~et,~e",Nincs hozzá mersze.
mert,5,"Ugyanis, hiszen.",ksz,,"Leült, mert fáradt volt.,(Felszólító vagy tiltó mondat után:) Máskülönben.,Ne kiabálj, mert kikapsz!"
mértan,3,(kissé régi) A matematikának a térformákkal foglalkozó ága.,fn,,"Magas szinten foglalkozik mértannal.,Ez mint iskolai tantárgy, óra.,Kihívták felelni mértanból.,Ma nem lesz mértan."
mérték,5,Mérésben alapul vett egység.,fn,"~ek,~et,~e","Az idő, a súly, az erő, a hosszúság mértékét kellett felsorolnia.,Ruhadarab, lábbeli stb.,készítéséhez szükséges méretek összessége.,Mérték szerint készült ruhát, cipőt hord.,Versmérték.,Klasszikus mértékben írta költeményeit.,Mérce.,Lehetőleg mindenkit azonos mértékkel kell mérni.,Valamiben, különösen táplálkozásban, szórakozásban a jó ízlés, a szokás megszabta határ.,Csak mértékkel fogyaszt szeszes italt., Mérték nélkül, mértéken felül, minden mértéken túl : mértéktelenül.,Valamilyen mértékben : mennyiségben, fokban.,Nagy mértékben befolyásolta környezete."
mértékegység,2,"Méréshez alapul vett mennyiség, nagyság.",fn,,"A hosszúság mértékegysége a méter, s ennek vannak kisebb és nagyobb egységei."
mértékletes,2,Józan mértéket tartó (személy).,mn,"~ek,~t,vagy,~et,~en","Evésben, ivásban mértékletes.,Az ilyen személyre jellemző.,Mértékletes életet él."
mértéktelen,3,"Olyan (személy), aki nem ismer mértéket valamiben, illetve rá jellemző (cselekvés).",mn,"~ek,~t,~ül","Mértéktelen ember: sokat eszik, iszik, dohányozik, költekezik.,Mértéktelenül fogyasztja a gyógyszereket."
merül,5,"(Súlya miatt) alászáll, süllyed.",ige,~ni,"A hajó a tenger fenekére merül.,Mélyen merül a cipő a sárba.,Folyadékkal megtelik.,A vödör lassan merül.,(választékos) Valamibe merül : fokozatosan eltűnik benne.,Ködbe merülnek a távoli hegyek., Homályba vagy feledésbe merül : fokozatosan háttérbe szorul, elfelejtődik.,Valamibe merül : egész figyelmét valamely foglalatosságra fordítja.,Olvasmányába merül, nem figyel rám., Magába merül : nem vesz tudomást környezetéről.,| Álomba merül : elalszik."
mérvű,3,"(választékos) (csak melléknév után) Valamilyen arányú, mértékű.",mn,"~ek,~t,~en",Az árak bizonyos mérvű csökkenése várható a szórakoztató elektronikában.
mese,5,Csodás elemeket tartalmazó költött elbeszélés.,fn,"*k,*t,*je","A nagyapa mesét mond., Mesébe illő : annyira szép, hogy szinte hihetetlen.,Mesébe illő volt a nyaralás.,| (rosszalló) Ez csak mese : a) kitalált történet b) koholt magyarázat.,| (bizalmas) Nincs mese : a) nincs mellébeszélés b) nincs kibúvó, más megoldás.,Cselekmény.,A regény meséje érdekfeszítő."
mesebeszéd,2,(bizalmas) Alap nélküli állítás.,fn,,"Mesebeszéd, hogy ő is csaló lenne, csak a valódi csalók találták ki róla."
mesél,5,Mesét mond.,ige,~ni,"Az anya esténként mesél gyermekének.,Oldott, könnyed stílusban beszél valamiről.,Megkértük, meséljen gyermekkoráról, utazásairól.,(Általános alanyként, csak többes szám személyben:) Híresztelnek, beszélnek valamit.,Azt mesélik, nem veti meg az italt.,(bizalmas) Hazudik, lódít.,Ne mesélj már ilyeneket, úgysem hiszem."
messiás,4,A bibliai zsidók által várt megváltó.,fn,"~ok,~t,~a","Az ószövetségi zsidók Isten küldöttétől, a messiástól várták, hogy elhozza majd az igazság korszakát.,(Tulajdonnévszerűen:) Jézus Krisztus.,A próféták megjövendölték a Messiás eljövetelét.,(választékos) Az a személy, akitől egy közösség, egy nép sorsának jobbra fordulását várja.,„Ezerszer Messiások A magyar Messiások” (Ady E.: A magyar Messiások)."
mester,5,"Képesített, sokszor önálló iparos.",fn,"~ek,~t,~e","A mester és segédei a műhelyben dolgoznak., Mestere valaminek : nagyon ügyes benne.,Nagy mestere a tigrisbukfencnek.,Kiemelkedő jelentőségű, nagyra becsült alkotó.,A szobrászat, a dráma, a gondolkodás stb.,mesterei kaptak kitüntetést.,(Megszólításként:) Mester, nyilatkozzék a rádiónak!,Tanítója, példaképe valakinek.,Mindenki igyekszik követni mesterét.,(bizalmas) (Ismeretlen férfi megszólítására:) Hol a buszmegálló, mester?"
mesterdalnok,1,XIV–XVI.,fn,,"századi német énekszerző, énekmondó.,A nürnbergi mesterdalnokok világával ismertet meg Wagner operája."
mestergerenda,1,"Mennyezet közepét tartó, hosszanti, erős gerenda.",fn,,Az alacsony házban a feje a mestergerendát érte.
mesterkélt,3,Erőltetett.,mn,"~ek,~et,~en","Mesterkélt a viselkedése, nem tud természetes lenni.,Tettetett, álságos.,Mesterkélt szívélyességgel fogadott."
mesterlevél,1,"Mestervizsgáról szóló okirat, bizonyítvány.",fn,,A segédek vizsga után megkapták a mesterlevelet.
mesterség,5,Szakma.,fn,"~ek,~et,~e","Még nem döntötte el, milyen mesterséget tanuljon.,Foglalkozás, hivatás.,A tanítás nehéz mesterség.,Készség, jártasság.,A főzés mestersége sem könnyű., Nem nagy mesterség : könnyű megtenni, megcsinálni."
mesterséges,5,"Ember alkotta, művi.",mn,"~ek,~t,vagy,~et,~en","A mesterséges világítás rontja a szemét.,A mesterséges nyelvek máig nem tudták betölteni a világnyelv szerepét."
mész,4,"Mészkőből égetett, különösen az építőiparban használt festék-, illetve kötőanyag.",fn,,"Levakarta a meszet a falról., Meszet olt : az égetett mészkőre vizet önt, s a képződő masszát kavarja.,| (szleng) Nem ettem meszet : nem vagyok bolond (valamit megtenni).,Kalciumvegyület, illetve mésztartalom.,A csontok szilárdságukat a mésznek köszönhetik."
mészárol,2,"Kegyetlenül, tömegesen öldös valakit, valamit.",ige,~ni,"A megszállók válogatás nélkül mészárolták a falu lakosságát.,Az állatvédők nem engedik tovább mészárolni a fókabébiket."
mészárszék,2,"(népi, régi) Friss húst árusító üzlet.",fn,,"Marhahúst jobbára csak a mészárszékben lehetett kapni.,(ritka, rosszalló) Esztelen öldöklés (színhelye), általában háború.,Nem engedi a fiát a mészárszékre."
mészégetés,1,"Kemencében mészkő hevítése, égetett mészkő készítése.",fn,~t,A falu lakói mészégetéssel foglalkoznak.
meszel,3,"Hígított oltott mésszel beken, befest valamit.",ige,~ni,"Az istálló falát gyakran kell meszelni., (szleng) Meszel valakit, valamit : (rendőr) karjával, botjával, esetleg lámpájával megálljt int neki.,A sarkon épp a gyorshajtókat meszelik a rendőrök."
mészkő,3,"Kalciumtartalmú, világos színű kőzet.",fn,,Ezt a szobrot mészkőből faragták.
messze,5,Nagy távolságban.,hsz,,"Messze kóborol már.,Messzire.,Télen messze hangzik a kutyaugatás.,Időben nagy távolságra.,Messze van még az év vége.,Messze van valamitől : értékben, minőségben elmarad tőle.,Ez a teljesítmény messze van a felvételi szinttől.,Nagyon nagy mértékben.,A feladat messze meghaladja képességeit."
messze,4,Térben távoli.,mn,,"A messze Afrikában majdnem mindenütt forró az időjárás.,Hazájától távol levő.,A messze földön is híres énekes most nálunk vendégszerepel.,Időben távoli.,„Messze jövendővel komolyan vess öszve jelenkort” (Kölcsey F.: Huszt)."
messzeség,4,"Távoli táj, vidék.",fn,"~ek,~et,~e","Hívja a messzeség.,Tekintete elmerengett a messzeségbe."
mesztic,1,Indián és fehér szülőktől származó személy.,fn,"~ek,~et,~e",Az első meszticek a spanyol hódítók és a mexikói bennszülöttek utódai voltak.
méta,1,(régi) Ütővel és labdával játszott csapatjáték.,fn,"*k,*t,*ja",Régebben az iskolásoknak kedvelt szórakozásuk volt a méta.
metél,2,Vág valamit.,ige,~ni,"A frissen gyúrt tésztát kinyújtja, majd egyenletes csíkokra metéli.,(rosszalló) Összevissza szabdal, vagdos valamit.,Ha így metéled a vásznat, nem fér rá a szabásminta."
metélt,2,Keskeny csíkokra vágott gyúrt tészta.,fn,"~ek,~et,~je",Mákos és diós metéltet szokott készíteni.
métely,1,"Különösen a juh májában élősködő, súlyos betegséget okozó parányi féreg.",fn,"~ek,~t,~e","Métely okozta az állatok betegségét.,(választékos) Kóros jelenség.,A fajgyűlölet mételye elterjedt az egész kontinensen."
meteor,3,"A világűrből a Föld légkörébe jutó, ott a súrlódástól felizzó és elégő, ritkán a felszínbe fúródó vagy a tengerbe hulló égitest.",fn,"~ok,~t,~ja","Augusztusban több meteort látunk az égen.,Hatalmas kráter jelzi a meteor becsapódásának helyét."
meteorológia,2,"A légkör, az éghajlat és az időjárás jelenségeivel, tényezőivel és törvényszerűségeivel foglalkozó tudomány.",fn,"*t,*ja","A meteorológia bizonyos mértékig képes az időjárásnak, illetve az időjárás változásainak előrejelzésére."
méter,5,"A hosszúság alapegysége, hosszmérték.",fn,"~ek,~t,~e","Egy méter száz centiméterrel egyenlő.,(Jelzőként:) A szoba 3 méter széles.,(bizalmas) Főként textiláru mérésére használt, egy méter hosszú, centiméteres beosztású rúd.,A szövetet méterrel mérték."
metró,5,Föld alatti gyorsvasút.,fn,"~k,~t,~ja",A budapesti metró első szakaszát 1970-ben adták át a forgalomnak.
metronóm,1,Ütemjelző eszköz.,fn,"~ok,~ot,~ja","A metronóm a zeneművészek fontos munkaeszköze.,Metronómra gyakorolja a vizsgadarabját."
metsz,4,Levág valamit.,ige,~eni,"A mogyoróbokrokról metszett magának egy jó suhogós pálcát.,Vés valamibe valamit.,A jelenetet rézbe metszették a nagy esemény megörökítésére.,(Gyümölcsfát, szőlőt) fölösleges hajtásaitól megszabadít.,Szőlőt, gyümölcsfát kell metszeni.,Metszi vagy metszik egymást : keresztezik egymást.,A hagyományos geometriában két párhuzamos sohasem metszi egymást."
metszet,3,(Matematikában:) Közös pontok alkotta terület.,fn,"~ek,~et,~e","Vonalkázd be a két mértani alakzat metszetét!,Rézbe, fába, linóleumlapra metszett, vésett sokszorosítható rajz.,Festés helyett inkább metszeteket készít.,Ennek levonata.,Néhány régi metszet díszíti a szoba falát."
