word,frequency,word_class,word_endings,example_sentences
malaclopó,1,mn,k t ja,"(régi, tréfás) Malaclopó köpeny bő, ujjatlan köpeny. Hová indulsz abban a malaclopó köpenyben? (Főnévi használatban:) Egy bokáig érő malaclopót kanyarított magára az esős, szeles idő miatt."
malaga,2,fn,,Spanyol csemegebor. Barátaitól kapott két üveg malagát.
maláj,2,mn,ok t ul,A Délkelet-Ázsiában és Óceániában élő sárgás bőrű népcsoportokhoz tartozó. A maláj kézművesek messze földön híresek ügyességükről. (Főnévi használatban:) Nyaralásakor megismerkedett egy malájjal. Nagy szorgalommal tanulja a malájt.
malária,2,fn,,Szabályosan visszatérő hidegrázással és magas lázzal járó járványos betegség. A maláriát a szúnyogok terjesztik.
maláta,1,fn,,"Csíráztatott, aszalt gabona, főképp árpa. A maláta a sörgyártás alapanyaga. A maláta kivonatával édesített cukor. Felnőttkorában is szívesen szopogatott malátát."
málé,1,mn,k t n,"(bizalmas, rosszalló) Gyenge akaratú, tehetetlen (ember). Ne légy már ilyen málé! Nagy málé kamasz a fia. (Főnévi használatban:) Ilyen természetű, viselkedésű személy, főként fiú. Azt a málét a szomszédból besorozták katonának."
málha,2,fn,,"Nagyobb poggyász. A málhát kocsira rakták, úgy vitték ki a vasúthoz."
málinkó,1,fn,k t ja,"Kertünkbe bejárnak a málinkók, a szomszédban fészkelnek."
máll|ik,2,ige,ani,"(Szilárd anyag) omlik, porlad. Mállik a ház vakolata, már nagyon régi."
malmoz|ik,1,ige,ni,"Malomjátékot játszik. Amikor a tanár nem nézett rájuk, az asztal alatt malmoztak. Unalmában két összekulcsolt kezének hüvelykujját egymás körül forgatja. Egész előadás alatt malmoztunk. Semmi hasznosat nem csinál, tétlenkedik. mivel tölti a napját, bizonyára malmozik."
málna,3,fn,,"Apró piros bogyókból összetett, gömbölyded gyümölcs, illetve az ezt termő cserje. Idén dúsan virágzik a málna. Szedj egy kis málnát a pudinghoz! (bizalmas) Málnaszörp, általában felhígítva. Két nagy málnát kérünk. (Fv bizalmas) Üdítőital. Nem kérek most kólát, inkább innék sárga málnát."
malom,5,fn,,"malmok, malmot, malma Gabonaőrlő üzem. A faluban több malom is működött valamikor. Kétszemélyes társasjáték, amelyet négyszög alakúan vonalazott táblán 9-9 kis koronggal játszanak. Maguk vonalazták meg a papírt, s korong helyett babot használtak, így játszottak"
malter,2,fn,t ja je,"Elkészült a malter, lehet már vakolni."
mályva,2,fn,,"Lilás virágú gyomnövény. A gyerekek mályvát szedtek a mezőn. Ruhájának olyan a színe, mint a mályvának. nemesített, másfél-két méter magasra növő, fehér, sárga, piros stb. virágú, évelő dísznövény. Kertjében gyönyörű mályvák"
mama,5,fn,,"(Megszólításként vagy megnevezésként:) Édesanya. Hol lehet a mamája ennek a kisfiúnak? Mama, vegyél nekem csokit! „Már egy hete csak a mamára gondolok” (József A.: Mama). (Megszólításként a férj a feleségéhez:) Add ide, mama, a szemüvegemet! (Férj az anyósáról vagy hozzá szólva:) A mama is velünk jön? A mama kedvence elkényeztetett gyerek. (Idősebb nő bizalmaskodó, illetve udvariatlan megszólításaként:) Mit keres itt, mama? (Megszólításként vagy megnevezésként:) Nagyanya. Édesanyád most nem ér rá, a mamát kérd meg, hogy meséljen. Mama, papa, átjöttök hozzánk karácsonykor?"
mameluk,2,fn,ok ot ja,"~ok, ~ot, ~ja Egyiptomi szultán testőre, katonája. A szultán trónja körül négy mameluk állt. (gúnyos) A hatalmat kritikátlanul támogató, általában kormánypárti képviselő. A kormány javaslatát főként a mamelukok pártolták."
mamlasz,2,mn,ok t ul,"Ügyefogyott, tehetetlen (ember, különösen fiú). Két mamlasz osztálytársával alaposan eltévedtek a budai hegyekben. használatban:) Annak a mamlasznak ne szóljatok, úgysem tudna segíteni!"
mámor,4,fn,ok t a,"(választékos) Kellemes bódulat, enyhe ittasság. A mámorban keresett vigaszt. Lelkesült, elragadtatott boldogság. győzelem mámora töltötte el."
mámoros,4,mn,ak at an,"~ak, ~at, ~an Italtól bódult. Bortól mámorosan tért haza az étteremből. Lelkesülten boldog. A hazatérő katonákat mámoros lelkesedéssel fogadták."
mamusz,1,fn,ok t a,"Posztóból készült, általában zárt házicipő. Ahogy hazaért, felhúzta a mamuszát."
mamuszki,1,fn,k t ja,"(Fv bizalmas) Posztóból készült csizma. Nagyanyám már olyan gyönge, hogy alig bírja lehúzni a lábáról a mamuszkiját."
mamut,2,fn,ok ot ja,"~ok, ~ot, ~ja Az elefánthoz hasonló, nagy testű, mára már kihalt állat. Lerajzolták, milyen lehetett a mamut. A mamutnak hatalmas agyara"
mancs,3,fn,ok ot a,Némely állat (mellső) lábfeje. A medve mancsaival elkapta áldozatát. (bizalmas) Emberi kéz. Megmostátok a mancsotokat? Vedd el a mancsodat a holmimtól!
mandarin,3,fn,ok t ja,"Narancshoz hasonló, de annál kisebb és édesebb levű déligyümölcs. A zöldségesnél mag nélküli mandarin is kapható."
mandátum,3,fn,ok ot a,"(Képviselői) megbízatás (országgyűlésben, önkormányzatban). A választáskor megpályázza a képviselői mandátumot. Mandátuma tavaly lejárt."
mandolin,1,fn,ok t ja,"Kisebb, félkörte formán gömbölyded, négyhúrú pengetőhangszer. Megtanult mandolinon játszani."
mandula,4,fn,,"Keskeny levelű, csonthéjas termésű, rózsaféle gyümölcsfa. A hegy déli oldalán virágzik a mandula. Ennek csonthéjas termésének magja. Nagyon szeretem a mandulát. A keserű mandula ízét érezte. A torok nyálkahártyájában levő nyirokszerv. Mindkét mandulája gyulladásban van."
mangó,1,fn,k t ja,"Sárga húsú, csonthéjas trópusi gyümölcs. A mangót meghámozva és pálcikára tűzve fogyasztják."
mángorol,1,ige,ni,"(Frissen mosott ruhaneműt) több forgó hengerből álló eszközzel, a mángorlóval kisimít. Ma már a leggondosabb háziasszonyok sem mángorolják a ruhát, helyette ott van a centrifuga és a villanyvasaló."
mánia,3,fn,,"Rögeszme, kényszerképzet. Nagyzási mániában szenved. Ezzel a rendcsinálási mániáddal ki tudnál kergetni a világból!"
manikűr,2,fn,t je,A kéz körmeinek ápolása. Parancsol manikűrt is? Maga végzi a manikűrjét fürdés után.
mankó,3,fn,k t ja,"Sérült vagy beteg személy hóna vagy könyöke alá illeszthető (páros) botszerű támasz. A féllábú rokkant mankóval (rosszalló) Segédeszköz, támogatás. Mankó nélkül nem boldogul a feladattal."
manna,2,fn,,"(A Biblia szerint) égből hullott eledel. Bőven hullott az égi manna, hogy a kiválasztott nép ne haljon éhen. Váratlanul jött, bőven áradó jó dolog. A könyvért kapott összeg valóságos égi manna volt a számára."
manó,4,fn,k t ja,"Mesebeli (gonosz) törpe. Manókról álmodott az éjjel. A mesében a manó egy gombában lakott. (Bosszús vagy tréfás felkiáltásban:) Mi a manó? A manóba! első pár lábát jellegzetesen maga elé tartó, sáskaféle ragadozó rovar."
manöken,3,fn,ek t je,"Divatújdonságokat (ruhákat, ékszereket stb.) nyilvánosan bemutató személy, főként fiatal nő. Az alakja olyan, mint egy manökené, nagyon vékony."
manőver,3,fn,ek t e je,"Nagyobb katonai egységek helyváltoztatása. A háború légi manőverekkel kezdődött. Békében nagyobb egységek részvételével tartott harci gyakorlat. Lefújták a manővert. Rendszerint autónak, hajónak, repülőgépnek a helyes irányt kereső mozgása, mozdulata. Nem sikerült a manőver, a két jármű egymásnak ütközött. Csel, fortély. Ügyes manőverekkel elérte, hogy őt nevezzék ki igazgatónak."
manufaktúra,2,fn,,"Kézi erővel végzett, de munkamegosztáson alapuló munkával termelő kisebb üzem. A XVI–XVIII. században manufaktúrákban állították elő az ipari termékek nagy részét."
manzárd,1,fn,ok ot ja,"~ok, ~ot, ~ja Lakóhelyiségek kialakítására alkalmas padlástér. A fiatalok számára a manzárdot rendezték be lakásnak. A padlástérben kialakított lakás. Ő lakik a manzárdban."
manysi,1,mn,k t ul,"Vogul (nép, ember). Híres nyelvrokonaink népköltészete a manysi medveének. (Főnévi használatban:) A manysik az Ob folyó környékén, Nyugat-Szibériában élnek."
mappa,3,fn,,Értékesebb iratait szattyánbőr mappában tartja.
mar,4,ige,ni,"(Állat) tép, harap, csíp valamit vagy valamibe. A vipera a lábába mart. Karját marják a szúnyogok. Vegyi hatással Nemcsak a sav mar, hanem a lúg is. Égő, szúró fájdalmat okoz. Marja a füst a szemét. Bántalmazva, gyalázva ártani igyekszik valakinek. Állandóan marja a családját. (választékos) marja valakinek a szívét, lelkét (gondolat vagy érzés) gyötri, emészti. Egy fájó emlék marja a szívét."
mar,1,fn,ok t ja,"Ló vagy szarvasmarha hátának a lapocka fölötti, kidomborodó része. Kisebesedett a csikó marja."
már,5,hsz,,"(Valami megtörténtének, beálltának kifejezésére:) Szerencsére már itt van. Már alkonyodik. Barátom már tizenöt éve nős. (A múlt időre való utalásként:) Ő már megnézte a filmet. (Nyomósítószóként:) A tanárok már csak ilyenek. (Kötőszószerűen, magyarázó értelemben vagy fenntartás éreztetésére:) Nézd meg, már ha érdekel."
marabu,1,fn,k t ja,"A gólyával rokon, de annál nagyobb afrikai madár. A marabu dögöt eszik, tollából legyező, fejdísz készül."
marad,5,ige,ni,"Nem mozdul, nem indul el. Itt maradsz! Ülve marad. Helyzetében, állapotában nem történik változás. marad. A hajótöröttek életben maradtak. Valamilyen állapotba kerül. Meghaltak a szülei, árván maradt. valaminél, valami mellett marad kitart mellette. Maradok az édesség mellett, nem kérek mást. Maradjunk abban, hogy majd még telefonálok. Valami nem fogy el egészen. Maradt egy kis leves. Valakinek a nyakán valakin marad ellenére továbbra is az övé, nem tud tőle szabadulni. A nyakán maradt az áru. valami marad valaki után valakinek halálával hátramarad. Három gyerek maradt utána. Más időre vagy személyre tolódik. A takarítás délutánra maradt. A munka nagy része énrám maradt. Kivonás eredménye lesz. Ha háromból elveszünk kettőt, marad egy."
maradandó,4,mn,k ak t an,"Sokáig létező, megmaradó. Maradandó emléket hagyott maga után."
maradék,5,fn,ok ot a,"Valamiből megmaradt, még el nem fogyasztott, általában kisebb rész. Az étel maradékát a kínai vendéglőkben be szokták csomagolni a vendégnek. Osztásban a megmaradt mennyiség, ha az osztandó nem egész számú többszöröse az osztónak. Huszonötben a négy megvan hatszor, a maradék egy. (régi) Leszármazott, utód. Késő maradékai is áldják emlékét."
maradi,3,mn,ak t n,"A régihez, az elavulthoz ragaszkodó (személy), illetve rá jellemző. A maradi öregúr nem járult hozzá a lakás korszerűsítéséhez. Maradi elveivel ma már nem sokra megy. (Főnévi használatban:) A haladók és a maradiak harca minden korra jellemző."
marakod|ik,3,ige,ni,"Egyik a másikat kölcsönösen marja. Marakodnak a kutyák az utcán. (Több személy) durván veszekedik, civakodik. nap marakodik a szomszédjával."
marasztal,4,ige,ni,"Kér valakit, hogy maradjon. Marasztalja a vendégeket."
marat,2,ige,ni,(Maró hatású vegyi anyaggal) kiold valamit. A fémbe savval maratják a mintát.
maratoni,3,mn,ak t,"42 195 m-es távon rendezett (versenyfutás), illetve ezzel kapcsolatos, ehhez tartozó. Az olimpián megnyerte a maratoni futást. Lefutotta a maratoni távot. A maratoni futók a legkitartóbb sportolók. (bizalmas) Elhúzódó, sokáig tartó. maratoni kártyacsatában vett részt."
marcangol,3,ige,ni,"Karommal, foggal tép, szaggat valamit, valakit. A tigris vadul marcangolta áldozatát. (választékos) (Indulat) kínoz, gyötör valakit. Marcangolja a lelkiismeret."
marcipán,2,fn,ok t ja,Mandulaőrleményből és cukorból készült édesség. A tortát marcipánnal vonta be. A marcipán kismackót sajnálta
március,5,fn,ok t a,Az év harmadik hónapja. A tavasz első hónapja március. Március idusa Az 1848. március idusán történtekről beszél.
marcona,3,mn,,"Zord, harcias külsejű (férfi). A marcona katonák mozdulatlanul álltak, várták a parancsot."
mardos,2,ige,ni,"(Állat) folytonosan harapdál, mar valakit. A kutyakölykök folyton mardossák egymást. (választékos) (Kínzó érzés) gyötör Mardossa az önvád tette miatt."
marék,3,fn,,(inkább csak - Behajlított tenyér. Kivett a búzából egy marékkal. (Jelzőként:) Amennyi egy behajlított tenyérbe belefér. Egy marék lisztet tett
margaréta,2,fn,,"Sárga közepű, fehér szirmú virágos növény, illetve ennek virága. Margarétát ültet a terasz mellé. Margarétát tűzött a hajába."
margarin,3,fn,ok t ja,Növényi olajokból gyártott vajszerű zsiradék. Margarinnal készítjük el a pogácsa tésztáját. Vaj helyett margarint kent a
margó,3,fn,k t ja,"(Füzetben, könyvben) lapszél. Margót hagy a lap szélén. A könyv margóján jegyzetelt."
marha i.,4,fn,,"Szarvasmarha. Kihajtották a marhákat a legelőre. (bizalmas) Marhahús. Két kiló marhából készített pörköltet. Ostoba ember. Egy marha megdobta a játékvezetőt, erre az lefújta a mérkőzést. (régi) Kincs, drágaság. „A vár piacára ezüstöt, aranyt, Sok nagy becsü marhát máglyába kihordat” (Arany J.: Szondi két apródja)."
marha ii.,5,mn,,"Egy marha ismerősöm azt terjeszti rólam, hogy milliomos vagyok. Rendkívül nagy. Nagy marha emberek voltak a testőrei."
marha iii.,4,hsz,,(Fokozó értelemben:) Nagyon. Marha jó volt a kirándulás. Marha szomjas vagyok.
marháskod|ik,1,ige,ni,"Tréfálkozik, mókázik. Sohase beszél komolyan, mindig marháskodik."
i.,1,mn,ak at,Szűz Mária képével díszített. Máriás zászlóval vonult a körmenet. Két máriás tallér volt a tenyerében.
ii.,1,fn,ok t a,Húszkrajcáros ezüstpénz. Az ékszeres ládikóban találtak néhány máriást is.
máriás,1,fn,t a,"Magyar kártyával, 3-4 résztvevővel játszott kártyajáték, amelyben az ászt, a tízest és az azonos színű felsőt és királyt kell Lefekvés előtt játszottak néhány parti máriást."
marionett,2,fn,ek et je,"~ek, ~et, ~je Zsinórral mozgatott bábfigura. A bábjátékot marionettekkel játszották."
márka,3,fn,,(Több országban) pénznem. Régi finn és német márkáját euróra váltotta be a bankban.
márka,3,fn,,"Gyári védjegy, áruvédjegy. Bátran megveheted ezt az árut, rajta van a márka. Gyártmányfajta, típus. Ezt a márkát nem ismerem, csak nemrégiben dobták piacra. Mi a márkája ennek a videónak?"
márkás,4,mn,ak t at an,"Olyan (tárgy), amelyen márkajelzés van. Lakása márkás porcelánokkal és festményekkel van tele. (Márkája által szavatolt) kiváló minőségű. Csak márkás ruhákat hajlandó viselni."
márki,1,fn,k t ja,(Több nyugat-európai országban) főnemes. Franciaországban a kastély tulajdonosa ma is a márki.
markol,4,ige,ni,"Marokba fog, szorít valamit. Nagyot markolt a süteményből. Erősen markolta a korlátot. Szívébe markol valami megdöbbenti, megrázza. Szívébe markolt a fájdalom."
markolat,3,fn,ok ot a,Szúró- vagy vágófegyver fogantyúja. Eltört a kard markolata.
markos,3,mn,ak at an,"~ak, ~at, ~an Két markos legény felemelte."
markotányosnő,1,fn,,markotányosnő Háborúban a táborban a katonáknak ételt és italt árusító nő. A csapatot néhány markotányosnő kísérte.
